text,audio_path
A strong and loud wind is constantly blowing.,"clotho_16k/Wind in a field recorded close to the ground in New Mexico, USA.wav"
"On the beach, wind blows at a steady pace.","clotho_16k/Wind in a field recorded close to the ground in New Mexico, USA.wav"
Wind blowing outside of a window during a storm.,"clotho_16k/Wind in a field recorded close to the ground in New Mexico, USA.wav"
Wind is blowing outside of a window during a storm.,"clotho_16k/Wind in a field recorded close to the ground in New Mexico, USA.wav"
A tea kettle has finished boiling and is making a whistle noise.,clotho_16k/Tea kettle boiling whistling.wav
"A tea kettle is whistling with increasing intensity, then the whistling begins to diminish.",clotho_16k/Tea kettle boiling whistling.wav
An old style kettle with a whistle mechanism is sounding before it is turned off.,clotho_16k/Tea kettle boiling whistling.wav
"The tea kettle whistled, as the water inside was boiling.",clotho_16k/Tea kettle boiling whistling.wav
The tea pot is emitting hot steam and ready to make some tea to drink.,clotho_16k/Tea kettle boiling whistling.wav
She flushed the toilet and then turned on the shower.,clotho_16k/Getting Into Shower and Turning On.wav
Water drains from a toilet and then water shoots out of a shower head.,clotho_16k/Getting Into Shower and Turning On.wav
Water is pouring into a sink and down a drain and more water is dripping onto a hard surface.,clotho_16k/Getting Into Shower and Turning On.wav
Water is pouring into a sink and going down a drain as more water drips onto a hard surface.,clotho_16k/Getting Into Shower and Turning On.wav
Water runs down a drain as someone takes a shower.,clotho_16k/Getting Into Shower and Turning On.wav
A hall with a person talking in a large room,clotho_16k/Art Gallery Tone.wav
A man is speaking while a women speaks to another woman in the background.,clotho_16k/Art Gallery Tone.wav
A man is speaking while two women speaks to one another in the background.,clotho_16k/Art Gallery Tone.wav
A speaker makes a presentation in an auditorium.,clotho_16k/Art Gallery Tone.wav
A person is speaking something to a group.,clotho_16k/Art Gallery Tone.wav
A dog barks followed by steady raindrops and wind.,clotho_16k/Icy rain.wav
A dog barks twice and rain is falling outside.,clotho_16k/Icy rain.wav
A dog is barking and a fire is crackling and burning.,clotho_16k/Icy rain.wav
The dog barked twice as rain fell outside.,clotho_16k/Icy rain.wav
"While a fire crackles and burns, a dog barks.",clotho_16k/Icy rain.wav
Birds are chirping and children cry out while a siren blares in the background and a dog barks.,clotho_16k/park.wav
"Birds are chirping while a siren goes off, then a dog barks.",clotho_16k/park.wav
Birds chirp and children cry out while a siren blares in the background and a dog barks.,clotho_16k/park.wav
"Birds chirping and a siren wailing, then a dog begins to bark.",clotho_16k/park.wav
Birds were chirping and a dog barked while children were talking.,clotho_16k/park.wav
"Rain pours while thunder booms and lightning cracks, a dog barks and birds chirp amid the rain.",clotho_16k/thunderClap3.wav
The storm intensifies with a clap of thunder.,clotho_16k/thunderClap3.wav
The thunder roars above the people as they scream and the wind blows,clotho_16k/thunderClap3.wav
The thunder roars and the wind blows as people scream.,clotho_16k/thunderClap3.wav
"Three cracks of lightning, afterwards a dog can be heard faintly barking.",clotho_16k/thunderClap3.wav
A car is coming closer in heavy traffic area.,clotho_16k/Atmosfera Miasto Spokojna dzielnica rano.wav
A person is driving and an automobile overtakes and passes them.,clotho_16k/Atmosfera Miasto Spokojna dzielnica rano.wav
Some cars driving by in a busy street,clotho_16k/Atmosfera Miasto Spokojna dzielnica rano.wav
Some cars passing by in a busy street,clotho_16k/Atmosfera Miasto Spokojna dzielnica rano.wav
various traffic sounds with a car coming very close by,clotho_16k/Atmosfera Miasto Spokojna dzielnica rano.wav
A car drives away very slowly from the parking lot.,clotho_16k/augo8 Doncaster train 2.wav
A dump truck coming down the road shifting gears.,clotho_16k/augo8 Doncaster train 2.wav
"A truck approaches and passes by, a car door opens and closes and a car horn beeps.",clotho_16k/augo8 Doncaster train 2.wav
"As the truck approached and passed by, a car door opened and closed: a car horn beeped.",clotho_16k/augo8 Doncaster train 2.wav
"Coming down the road, a dump truck shifting gears.",clotho_16k/augo8 Doncaster train 2.wav
A bird chirps in the distance and a moving vehicle drives closer.,clotho_16k/austin_ambience01.wav
An engine hums low and then accelerates and speeds up with distant chirping of birds.,clotho_16k/austin_ambience01.wav
Bird are singing far away in the country side,clotho_16k/austin_ambience01.wav
Far away in the countryside birds are singing.,clotho_16k/austin_ambience01.wav
Low humming an engine which accelerates and speeds up with distant chirping of birds,clotho_16k/austin_ambience01.wav
A train approaches and passes by with birds chirping and a vehicle moving.,clotho_16k/Wet Footsteps Sidewalk _ Metro Pass .wav
A train approaches then passes by fast with birds chirping and a vehicle moving behind it.,clotho_16k/Wet Footsteps Sidewalk _ Metro Pass .wav
Birds chirping and some cars rush by in the background.,clotho_16k/Wet Footsteps Sidewalk _ Metro Pass .wav
The quiet is interrupted by a passing train.,clotho_16k/Wet Footsteps Sidewalk _ Metro Pass .wav
The quiet of the countryside is broken by a passing train.,clotho_16k/Wet Footsteps Sidewalk _ Metro Pass .wav
A birds voice is followed by the commotion of dogs,clotho_16k/Dogs bark back.wav
A dog is barking at another barking dog.,clotho_16k/Dogs bark back.wav
"An ongoing rustling is broken up by high pitched squawks, intermittent barking and the whistling of birds.",clotho_16k/Dogs bark back.wav
Different dogs barking and birds chirping in the background.,clotho_16k/Dogs bark back.wav
The voice of the bird is followed by the noise of dogs,clotho_16k/Dogs bark back.wav
A car and other vehicles are driving on the road.,clotho_16k/highway urban.wav
"A car drives in the distance, as the wind blows in gusts.",clotho_16k/highway urban.wav
A car is driving on the road with other vehicles.,clotho_16k/highway urban.wav
A car motor begins with a roar and then softens as another motor in the background races by.,clotho_16k/highway urban.wav
Two loud cars pass by traffic noises in the background.,clotho_16k/highway urban.wav
A group of people are in a room talking.,clotho_16k/background(bar or pub).wav
A lot of people are talking in a room,clotho_16k/background(bar or pub).wav
A multitude of men and women are speaking and giggling audibly.,clotho_16k/background(bar or pub).wav
Group of people chatting and laughing to each other,clotho_16k/background(bar or pub).wav
Several men and women are talking and laughing loudly .,clotho_16k/background(bar or pub).wav
A gate squeals as it sways while birds chirp in the background.,clotho_16k/Backyard Gate.wav
A metal gate with dry hinges is being opened and closed.,clotho_16k/Backyard Gate.wav
"A squeaky gate swings open and closed, its locks rattle.",clotho_16k/Backyard Gate.wav
The locks on the squeaky gate rattle as it swings open and closed.,clotho_16k/Backyard Gate.wav
someone opening a closing a metal gate with dry hinges,clotho_16k/Backyard Gate.wav
A motor runs as a swing sways in the background.,clotho_16k/CR FunnyMachine.wav
A small engine running and a swing being swung back and forth.,clotho_16k/CR FunnyMachine.wav
A small motor is running while a swing squeaks back and forth.,clotho_16k/CR FunnyMachine.wav
Someone operates a machine that is drilling holes.,clotho_16k/CR FunnyMachine.wav
Someone operating a machine that is making holes.,clotho_16k/CR FunnyMachine.wav
A radio transmission frequency is being tuned to a station.,clotho_16k/BitmapNoise2.wav
Digital humming and cracking repeating and changing slightly,clotho_16k/BitmapNoise2.wav
Digital humming and cracking which is repeating itself with small changes.,clotho_16k/BitmapNoise2.wav
The buzzing electricity gets increasingly more intense over time.,clotho_16k/BitmapNoise2.wav
the electricity is buzzing and it gets more intense as time goes on,clotho_16k/BitmapNoise2.wav
A loud metallic clang is repeatedly generated by banging.,clotho_16k/Contacto Metal.wav
A metallic drum is struck repeatedly and rhythmically,clotho_16k/Contacto Metal.wav
Someone is banging a drum with a stick before moving a cymbal and then banging harder.,clotho_16k/Contacto Metal.wav
Someone makes an object emit repeated loud metallic clangs.,clotho_16k/Contacto Metal.wav
Someone using a stick first bangs on a drum before moving a cymbal and then banging harder.,clotho_16k/Contacto Metal.wav
A bag is being crumpled and moved around,clotho_16k/plastic packet lentils shake open close.wav
Papers rustled and then a bag of chips were opened and manipulated.,clotho_16k/plastic packet lentils shake open close.wav
Papers rustling and then a bag of chips being opened and manipulated.,clotho_16k/plastic packet lentils shake open close.wav
Rustling of some paper on dirt and then walking and opening a door and rustling plastic.,clotho_16k/plastic packet lentils shake open close.wav
Someone is stepping on a wrapper and dragging it and then opens a new bag of chips or something.,clotho_16k/plastic packet lentils shake open close.wav
A ball is being hit against a stop sign by someone.,clotho_16k/Baking Tray Hits.wav
A metal sheet being hit and its vibrations are echoing.,clotho_16k/Baking Tray Hits.wav
A metal sheet being snapped and echoing its reverberations.,clotho_16k/Baking Tray Hits.wav
Clank of a metal implement touching another piece of metal.,clotho_16k/Baking Tray Hits.wav
Someone hitting a ball against a stop sign.,clotho_16k/Baking Tray Hits.wav
A person thumps against a surface as a car drives along a road,clotho_16k/SonicSnap_GPSUK_Car window.wav
"Cars drive on the road, then a person thumps against a surface.",clotho_16k/SonicSnap_GPSUK_Car window.wav
Someone attempts to open a door as cars drive by in the background.,clotho_16k/SonicSnap_GPSUK_Car window.wav
Someone is shaking around a cardboard sign as others exit a car.,clotho_16k/SonicSnap_GPSUK_Car window.wav
Someone shakes a cardboard sign as others exit a car.,clotho_16k/SonicSnap_GPSUK_Car window.wav
"As a siren goes off, dogs are barking and birds are chirping near one another.",clotho_16k/Living Minute - Noisy Neighborhood at Night.wav
"Different dogs barking and birds chirping in close proximity to each other, and a siren going off.",clotho_16k/Living Minute - Noisy Neighborhood at Night.wav
"In natural settings, a dog is barking while a police car comes nearer.",clotho_16k/Living Minute - Noisy Neighborhood at Night.wav
Two dogs are barking while the alarm of a ambulance travels a short distance.,clotho_16k/Living Minute - Noisy Neighborhood at Night.wav
multiple types of dogs barking and sirens sounding in the background,clotho_16k/Living Minute - Noisy Neighborhood at Night.wav
A car blower is being adjusted after being turned on.,clotho_16k/MrM_ElantraInteriorFan.wav
"A fan is being switched on and set between low, medium and high and then it is switched off.",clotho_16k/MrM_ElantraInteriorFan.wav
A fan is switched on an switches between low medium and high setting before being switched off.,clotho_16k/MrM_ElantraInteriorFan.wav
A fan is turned on from the low setting to the higher settings.,clotho_16k/MrM_ElantraInteriorFan.wav
The blower fans in a car being adjusted while being turned on.,clotho_16k/MrM_ElantraInteriorFan.wav
A hard object strikes a hollow metal object in a rhythmic way.,clotho_16k/Post vibrating (contact microphone).wav
Someone is tapping on a metal pipe over and over.,clotho_16k/Post vibrating (contact microphone).wav
Someone is tapping over and over on a metal pipe.,clotho_16k/Post vibrating (contact microphone).wav
Steel being tapped on as it echoes and reverberates itself.,clotho_16k/Post vibrating (contact microphone).wav
The bang and clang of steel colliding against an object,clotho_16k/Post vibrating (contact microphone).wav
A spooky creaking noise gets louder and louder.,clotho_16k/Rusty Metal Creaking.wav
A wooden door squeaks as it is opened and closed.,clotho_16k/Rusty Metal Creaking.wav
A wooden door squeaks on its hinges as it is opened and closed.,clotho_16k/Rusty Metal Creaking.wav
Someone opened a door with hinges and then closed it,clotho_16k/Rusty Metal Creaking.wav
The swing creaked as it swung back and forth.,clotho_16k/Rusty Metal Creaking.wav
A metal ladder being set up and opened and a person climbing it.,clotho_16k/barrelhits.wav
A metal ladder being opened and set up and a person climbing it.,clotho_16k/barrelhits.wav
A metal object is thrown and then hit repeatedly.,clotho_16k/barrelhits.wav
Someone was walking around and moving heavy metal objects on a hard floor.,clotho_16k/barrelhits.wav
someone walking around and moving heavy metal objects on a hard floor,clotho_16k/barrelhits.wav
A bird chirps and a metal bucket clangs as it hits against another object.,clotho_16k/metal plate striking wall.wav
A ladder is adjusted and adjusted again and clangs against a hard surface.,clotho_16k/metal plate striking wall.wav
A ladder is adjusted and adjusted again and it clangs against a hard surface.,clotho_16k/metal plate striking wall.wav
A loud banging occurs from a metal object on another object consistently.,clotho_16k/metal plate striking wall.wav
Birds sing and a metal bucket clangs as it strikes another object.,clotho_16k/metal plate striking wall.wav
An old squeaky tap is forced open so that a large volume of water can gush and drain out.,clotho_16k/Bath Tub.wav
Lots of water gushing out after an old squeaky tap is forced open.,clotho_16k/Bath Tub.wav
"The water faucet was opened all the way with water pouring out at great speed, but was turned off later.",clotho_16k/Bath Tub.wav
The water is turned on at a faucet and streams into the sink.,clotho_16k/Bath Tub.wav
Turning the water on at a faucet and having it pour into the sink.,clotho_16k/Bath Tub.wav
A gush of water is trickling down from a tall waterfall.,clotho_16k/Midnight summer rain part 2.wav
Rainfall hits a building and then pours out of its gutters.,clotho_16k/Midnight summer rain part 2.wav
"Water is constantly pouring down, splashing and gurgling.",clotho_16k/Midnight summer rain part 2.wav
"Water is continuously pouring down, splashing and gurgling.",clotho_16k/Midnight summer rain part 2.wav
rainfall hits a building and pours out of its gutters,clotho_16k/Midnight summer rain part 2.wav
Water bubbles from a hot tub as the jets make a humming sound.,clotho_16k/bathroom drain 1.wav
Water gurgles and splashes within a metallic rain barrel.,clotho_16k/bathroom drain 1.wav
Water is bubbling from a hot tub and the jets are making a humming sound.,clotho_16k/bathroom drain 1.wav
Water is going down into the sink and then into the pipe.,clotho_16k/bathroom drain 1.wav
"Within the metallic container, water gurgled and splashed.",clotho_16k/bathroom drain 1.wav
A shower is switched on with a large and fast volume of spray coming from the shower head.,clotho_16k/Erratic knocking on a wooden door and crystal microphone.wav
A shower is turned on and a large stream of water jets out of the faucet.,clotho_16k/Erratic knocking on a wooden door and crystal microphone.wav
Heavy rain is falling in continuous same rhythm all time,clotho_16k/Erratic knocking on a wooden door and crystal microphone.wav
Outside is a heavy rain that is falling steadily.,clotho_16k/Erratic knocking on a wooden door and crystal microphone.wav
Outside it is raining heavily at a steady pace.,clotho_16k/Erratic knocking on a wooden door and crystal microphone.wav
A ball splashing in water reminds one of dishes being washed.,clotho_16k/Seawall.wav
Someone is washing the dishes using water and their hands.,clotho_16k/Seawall.wav
Someone washing dishes with some water and their hands.,clotho_16k/Seawall.wav
food and produce is being prepared and washed in water,clotho_16k/Seawall.wav
something splashing in water like dishes being washed,clotho_16k/Seawall.wav
A person is playing a large musical instrument.,clotho_16k/Dragging wooden chair on wooden floor.wav
An object is being dragged as a breeze of wind is audible.,clotho_16k/Dragging wooden chair on wooden floor.wav
"Dragging and scraping a chair against a floor, ever increasing in volume",clotho_16k/Dragging wooden chair on wooden floor.wav
Someone dragging an object with blowing of wind in the background,clotho_16k/Dragging wooden chair on wooden floor.wav
dragging a chair on flooring with a loud scrape leading to dragging and a louder scrape,clotho_16k/Dragging wooden chair on wooden floor.wav
"A bolt is being put in place, having its position switched around repeatedly.",clotho_16k/door latch.wav
A hard metal object is striking against another hard object at regular intervals.,clotho_16k/door latch.wav
Someone makes several attempts to unlock a door.,clotho_16k/door latch.wav
Something is being clicked or flipped through continuously.,clotho_16k/door latch.wav
Something is being continuously clicked or flipped through.,clotho_16k/door latch.wav
A bell is ringing in a rhythmic way and people are conversing in the distance.,clotho_16k/Bell_5_times.wav
"In the tower, someone pulls the rope, causing the bell to ring.",clotho_16k/Bell_5_times.wav
People converse in the distance as a bell is ringing in a rhythmic fashion,clotho_16k/Bell_5_times.wav
Someone is pulling the rope on a large bell causing it to ring.,clotho_16k/Bell_5_times.wav
The church bells are chiming through out the video.,clotho_16k/Bell_5_times.wav
ONE BELL RINGS WHILE OTHER BELLS CHIME IN ALL AT ONCE.,clotho_16k/bell_church.wav
"One bell chimes at first and then more bells are added, ringing all together.",clotho_16k/bell_church.wav
Two sets of church bells are tolling at intervals.,clotho_16k/bell_church.wav
Two sets of church bells ring at varying intervals.,clotho_16k/bell_church.wav
the bell tower is signalling that it is mid day,clotho_16k/bell_church.wav
A church bell tolling the time in a town church center.,clotho_16k/church clock.wav
Church Bells are being rung and resonating inside a tower.,clotho_16k/church clock.wav
"From inside, someone is ringing church bells as they resonate.",clotho_16k/church clock.wav
Someone strikes the bell of the church five times.,clotho_16k/church clock.wav
The man rings the church bell many times.,clotho_16k/church clock.wav
A very heavy wind is gusting and then causing a tunnel effect of wind.,clotho_16k/Thunderclap.wav
"It is thundering with a consistent, steadily toned rumbling sound.",clotho_16k/Thunderclap.wav
Rushing of air with thunder and rain in the background.,clotho_16k/Thunderclap.wav
"The movement of air, and a thunderstorm and rain in the background.",clotho_16k/Thunderclap.wav
Thunderstorm in the distance and light rain falling.,clotho_16k/Thunderclap.wav
Bells and chimes are activated by the wind.,clotho_16k/ww big windchimes  fs  1 4 2011.wav
Bells and chimes that are being activated by the wind blowing.,clotho_16k/ww big windchimes  fs  1 4 2011.wav
Several large bells are ringing while wind chimes tinkle far away.,clotho_16k/ww big windchimes  fs  1 4 2011.wav
Several large bells ringing and wind chimes in the background.,clotho_16k/ww big windchimes  fs  1 4 2011.wav
Toned percussion is being played with a soft mallet while the wind blows.,clotho_16k/ww big windchimes  fs  1 4 2011.wav
A metal rod was dinging on a glass cup,clotho_16k/Bicycle bell.wav
High and low metallic tinging two at a time.,clotho_16k/Bicycle bell.wav
Someone is playing a couple of bells with different pitches.,clotho_16k/Bicycle bell.wav
The rhythmic striking of Chimes are making echo reverberation.,clotho_16k/Bicycle bell.wav
The rhythmic striking of chimes reverberate in high pitched tones.,clotho_16k/Bicycle bell.wav
A group of people are talking and laughing.,clotho_16k/bierfest_atmosphere.wav
A group of people are talking and you can people also talking in the background.,clotho_16k/bierfest_atmosphere.wav
A group of people is talking and laughing.,clotho_16k/bierfest_atmosphere.wav
My group of friends are enjoying and laughing about something.,clotho_16k/bierfest_atmosphere.wav
There is a group of friends enjoying and laughing about something,clotho_16k/bierfest_atmosphere.wav
A low murmur of conversation is interrupted by music from a person carrying a radio.,clotho_16k/bike walking entering bar.wav
People are gathered in a building talking and someone turns music on which gets closer and louder .,clotho_16k/bike walking entering bar.wav
People are talking at a party while music plays in the background.,clotho_16k/bike walking entering bar.wav
People gathered in a building talking and the music gets closer and louder .,clotho_16k/bike walking entering bar.wav
Quiet cafe conversation is disturbed by someone walking near with a loud boom box.,clotho_16k/bike walking entering bar.wav
A bicycle is being ridden past a crowd of people on the sidewalk.,clotho_16k/bike walking.wav
A bicycle slowly rides by a group of people chatting.,clotho_16k/bike walking.wav
People are chatting as a bicycle slowly pedals by.,clotho_16k/bike walking.wav
The machine rumbles to a stop while the voices of the crowd grow louder.,clotho_16k/bike walking.wav
a bicycle being ridden past a crowd of people on the sidewalk,clotho_16k/bike walking.wav
A factory machine is performing a repetitive operation over and over again.,clotho_16k/DISHWASHER DIAL.wav
A machine in a factory performs a repetitive task.,clotho_16k/DISHWASHER DIAL.wav
A machine with motor is adjusting large pieces of material,clotho_16k/DISHWASHER DIAL.wav
"Every couple of seconds a motor is going, and making clanking noises.",clotho_16k/DISHWASHER DIAL.wav
Some working on a machine with pulley and engine,clotho_16k/DISHWASHER DIAL.wav
A person is fiddling through some papers with hands,clotho_16k/Rumpling_Paper_01.wav
A person is quickly writing on a piece of paper.,clotho_16k/Rumpling_Paper_01.wav
A person is writing on a piece of paper quickly.,clotho_16k/Rumpling_Paper_01.wav
Papers are searched through and ruffled and crumpled,clotho_16k/Rumpling_Paper_01.wav
Someone is walking down the street and jingling coins in their pocket.,clotho_16k/Rumpling_Paper_01.wav
"As birds chirp in the background, a bus drives down the road and is overtaken by a truck.",clotho_16k/Bird Song.wav
Birds singing outside with traffic noises in the background.,clotho_16k/Bird Song.wav
Traffic hums in the background while birds are singing outside.,clotho_16k/Bird Song.wav
Traffic moving and birds chirping in close proximity to each other.,clotho_16k/Bird Song.wav
Traffic moving and birds chirping near each other.,clotho_16k/Bird Song.wav
A cat being pet by a human was continuously purring,clotho_16k/Cat purring quietly.wav
A cat purring over and over again in the foreground.,clotho_16k/Cat purring quietly.wav
A cat purrs over and over again without stopping.,clotho_16k/Cat purring quietly.wav
A needle on a record player still spins at the end.,clotho_16k/Cat purring quietly.wav
The machine makes humming sounds while running at a consistent speed.,clotho_16k/Cat purring quietly.wav
A considerable amount of birds are chirping loudly with each other.,clotho_16k/Birds in a forest.wav
Birds chirp as the wind rustles the leaves of the tree.,clotho_16k/Birds in a forest.wav
Birds singing and chirping while a gentle wind blows.,clotho_16k/Birds in a forest.wav
Several different birds chirping loudly at each other,clotho_16k/Birds in a forest.wav
"While a wind gently blows, birds sing and chirp.",clotho_16k/Birds in a forest.wav
"A  mechanic is working on his machinery and tools in his shop,",clotho_16k/cf_AT_InterRegio_abFoo2_01.wav
A man in machine shop operates on various tools,clotho_16k/cf_AT_InterRegio_abFoo2_01.wav
A train runs over tracks while it squeaks and rattles.,clotho_16k/cf_AT_InterRegio_abFoo2_01.wav
The rumble of a drying tumbling is accompanied by a clicking noise,clotho_16k/cf_AT_InterRegio_abFoo2_01.wav
The rumble of a tumbling dryer overshadows a clicking noise.,clotho_16k/cf_AT_InterRegio_abFoo2_01.wav
"A bird whistles loudly, its mate chirps softly in response, and a third bird tries to top them both.","clotho_16k/Birds, Krka National Park, Croatia edit.wav"
Birds are making noise with an engine running in the background,"clotho_16k/Birds, Krka National Park, Croatia edit.wav"
Birds are tweeting and whistling together as if they are speaking to each other.,"clotho_16k/Birds, Krka National Park, Croatia edit.wav"
"Birds are tweeting and whistling together to each other,","clotho_16k/Birds, Krka National Park, Croatia edit.wav"
Some birds are constantly and consistently chirping loudly outside.,"clotho_16k/Birds, Krka National Park, Croatia edit.wav"
A lot of cicadas are busy chirping outside,"clotho_16k/Cicadas (Euboea, Greece).wav"
A number of cicadas calling for a mate,"clotho_16k/Cicadas (Euboea, Greece).wav"
Crickets are loudly chirping and other insects are buzzing by.,"clotho_16k/Cicadas (Euboea, Greece).wav"
Numerous amounts of cicadas called for a mate.,"clotho_16k/Cicadas (Euboea, Greece).wav"
Numerous cicadas are busy chirping in the trees outside.,"clotho_16k/Cicadas (Euboea, Greece).wav"
A bird is singing and crickets are chirping in the background.,clotho_16k/Birdsong down a Chimney.wav
A bird is singing while crickets are chirping in the background.,clotho_16k/Birdsong down a Chimney.wav
A bird makes several different chirping sounds that grow quieter.,clotho_16k/Birdsong down a Chimney.wav
The chirping sounds of a bird begin to grow quieter.,clotho_16k/Birdsong down a Chimney.wav
Birds chirping with various calls of different rhythms and patterns of high pitched chirps,clotho_16k/Birdsong down a Chimney.wav
A repeating ticking noise with a sharp static sound every few seconds.,clotho_16k/bitmapnoise7.wav
A repetitive ticking noise along with a sharp static sound every few seconds.,clotho_16k/bitmapnoise7.wav
Electricity is sparking and it gets more intense as time goes on.,clotho_16k/bitmapnoise7.wav
Electronic clicking is cut with bursts of static.,clotho_16k/bitmapnoise7.wav
Various computer generated synthesized sounds play a musical beat.,clotho_16k/bitmapnoise7.wav
A group of fireworks that are being shot into the sky.,clotho_16k/firework 1.wav
Different fireworks are exploding along with sparking that are being set off in close proximity to each other.,clotho_16k/firework 1.wav
"Fireworks are going off, one after the other.",clotho_16k/firework 1.wav
Fireworks are ignited in succession with each exploding one after another.,clotho_16k/firework 1.wav
Fireworks explode and set off in close proximity to one another.,clotho_16k/firework 1.wav
Birds are chirping and singing near a popular roadway during the day.,clotho_16k/Blackbird botanical gardens  Aarhus.wav
Birds are chirping and squeaking while cars are moving.,clotho_16k/Blackbird botanical gardens  Aarhus.wav
Birds chirping and singing near a popular roadway during the day.,clotho_16k/Blackbird botanical gardens  Aarhus.wav
Birds chirping while cars are moving and other birds squeaking,clotho_16k/Blackbird botanical gardens  Aarhus.wav
vehicle travelling sound along with birds screaming and wind blowing sound,clotho_16k/Blackbird botanical gardens  Aarhus.wav
A massive number of birds chattering masks the nearby roadway din.,clotho_16k/CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav
A massive number of birds chattering masks the nearby roadway.,clotho_16k/CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav
"A very large flock of birds chirp on a busy day while an airplane flies behind them, revving its engine.",clotho_16k/CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav
Birds chirping in a very large flock during a popular day whilst an airplane engine revs behind them.,clotho_16k/CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav
Several birds are chirping and chattering in a large structure.,clotho_16k/CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav
A knife is being sharpened with a sharpening tool.,clotho_16k/Knife_Swords.wav
A man sharpens his knife along a sharpening steel.,clotho_16k/Knife_Swords.wav
A man uses a sharpening steel to sharpen his knife.,clotho_16k/Knife_Swords.wav
Equipment being used to sharpen a knife continuously.,clotho_16k/Knife_Swords.wav
The scraping of a knife as it is sharpened at a moderate rate,clotho_16k/Knife_Swords.wav
An engine is running and hums with reverb from an object.,clotho_16k/Boat Starting Up and Driving.wav
An engine runs with a slight chug and vibration.,clotho_16k/Boat Starting Up and Driving.wav
An engine runs with a slight chug as it vibrates.,clotho_16k/Boat Starting Up and Driving.wav
Water in a creek is running over some rocks.,clotho_16k/Boat Starting Up and Driving.wav
Water in a creek is running over the rocks.,clotho_16k/Boat Starting Up and Driving.wav
A duck is quacking and many birds are chirping.,clotho_16k/Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav
A duck quacks repeatedly while other birds and crickets chirp in the distance.,clotho_16k/Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav
A duck repeatedly quacks as other birds and crickets chirp in the distance.,clotho_16k/Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav
Rain forest birds chirp while a monkey barks then growls.,clotho_16k/Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav
"While many birds are chirping, a duck is quacking.",clotho_16k/Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav
A book being open and flipped through and then slammed shut.,clotho_16k/book handling.wav
Pages of a book are turned individually and then multiple at time until the book is closed.,clotho_16k/book handling.wav
Pages of a book are turned individually and then multiple pages at time until the book is closed.,clotho_16k/book handling.wav
Somebody is flipping through the pages of a book.,clotho_16k/book handling.wav
Someone is flipping through the pages of a book.,clotho_16k/book handling.wav
"A person fiddles with an audio device, shuffling, clicking, and snapping noises resonating over time.",clotho_16k/Lunch Box Open and Close.wav
A person uses a hard grinding and mixing tool repetitively.,clotho_16k/Lunch Box Open and Close.wav
"During a gathering, plastic container lids are being snapped on and off.",clotho_16k/Lunch Box Open and Close.wav
Lids of plastic containers are being snapped on and off.,clotho_16k/Lunch Box Open and Close.wav
Someone is pounding using a heavy tool and a bowl repetitively,clotho_16k/Lunch Box Open and Close.wav
Small metallic objects are being moved around in a room as time goes on.,clotho_16k/Boom_Folie_PlayingWithCurtains.wav
Small metallic objects are being moved around in a room.,clotho_16k/Boom_Folie_PlayingWithCurtains.wav
Something is ruffled in a bag loudly as it moves.,clotho_16k/Boom_Folie_PlayingWithCurtains.wav
The can is opened with the can opener and the lid is removed.,clotho_16k/Boom_Folie_PlayingWithCurtains.wav
seeds and other nuts are being tossed in a can,clotho_16k/Boom_Folie_PlayingWithCurtains.wav
A person walking through mud at a constant pace.,clotho_16k/boots on wet path.wav
Someone is walking on a wet and gravelly bit of ground at a steady pace.,clotho_16k/boots on wet path.wav
The crunch of some gravel beneath wet footsteps.,clotho_16k/boots on wet path.wav
The steady steps of feet on wet gravel on the ground.,clotho_16k/boots on wet path.wav
Walking down a gravel path with a few squishing feet.,clotho_16k/boots on wet path.wav
"An alarm is going off, while someone opens a pressure sealed door.",clotho_16k/ferry disembarkation alarm.wav
An alarm sounding in an enclosed space and metal objects rubbing against another hard surface in the background.,clotho_16k/ferry disembarkation alarm.wav
An alarm went off because someone opened a pressure sealed door.,clotho_16k/ferry disembarkation alarm.wav
"As someone opens a pressure sealed door, the alarm goes off.",clotho_16k/ferry disembarkation alarm.wav
The alarm in a factory is ringing out,clotho_16k/ferry disembarkation alarm.wav
A bell going off in the background and people talking and some slamming here and there.,clotho_16k/Prague Ungelt Bells.wav
Bells ring in the church as people talk and someone drops a book,clotho_16k/Prague Ungelt Bells.wav
"Clocks are chiming loudly while people speak, when something heavy falls over, followed by a rattle.",clotho_16k/Prague Ungelt Bells.wav
"Clocks chiming loudly while people speak throughout, with something heavy falling over, followed by rattling.",clotho_16k/Prague Ungelt Bells.wav
People talk and bells ring in the church as someone drops a book.,clotho_16k/Prague Ungelt Bells.wav
A mallet hammers tent nails into the ground,clotho_16k/Metal_On_Wood_Hits_Axe.wav
A person gently hitting several pieces of wood.,clotho_16k/Metal_On_Wood_Hits_Axe.wav
